ID,valid,PMID,title,abstract,affiliation,year,link
189,,20662805,"Efficacy and safety of baclofen for alcohol dependence: a randomized, double-blind, placebo-controlled trial.","BACKGROUND: Recent clinical trials and case-reports indicate that baclofen, a GABA(B) agonist, may have efficacy for alcohol dependence. Baclofen has been shown to enhance abstinence, to reduce drinking quantity, to reduce craving, and to reduce anxiety in alcohol-dependent individuals in 2 placebo-controlled trials in Italy. However, the clinical trial data with baclofen is limited. The purpose of the present study was to test the efficacy and tolerability of baclofen in alcohol dependence in the United States.METHODS: The study was a double-blind, placebo-controlled, randomized study comparing 30 mg/d of baclofen to placebo over 12 weeks of treatment and utilizing 8 sessions of BRENDA, a low-intensity psychosocial intervention. One hundred and twenty-one subjects were screened to yield 80 randomized subjects (44 men) with randomization balanced for gender. Percent heavy drinking days was the primary outcome measure with other drinking outcomes, anxiety levels, and craving as secondary outcomes. Tolerability was examined.RESULTS: Seventy-six percent of subjects completed the study. No difference by drug condition was seen in percentage of heavy drinking days where on-average rates were 25.5% (±23.6%) for placebo and 25.9% (±23.2%) for baclofen during treatment (t(73)=0.59, p=0.56). Similarly, no differences were seen by drug condition in percentage of days abstinent, time to first drink, or time to relapse to heavy drinking. Baclofen was associated with a significant reduction in state anxiety (F(1,73)= 5.39, p=0.02). Baclofen was well tolerated with only 2 individuals stopping baclofen because of adverse events. There were no serious adverse events.CONCLUSIONS: Baclofen, a GABA(B) agonist, represents a possible new pharmacotherapeutic approach to alcohol dependence. Despite encouraging preclinical data and prior positive clinical trials with baclofen in Italy, the current trial did not find evidence that baclofen is superior to placebo in the treatment of alcohol dependence. Additional clinical trial work is necessary to establish whether baclofen does or does not have therapeutic efficacy in alcohol dependence and, if it does, what factors are predictive of response.","Department of Psychiatry, University of North Carolina at Chapel Hill, CB#7160, Chapel Hill, NC 27599-7160, USA. jc_garbutt@med.unc.edu",2010,10.1111/j.1530-0277.2010.01273.x
190,,20583679,Health status and health maintenance practices among doctors and nurses at two hospitals in Jamaica.,"The health of doctors and nurses is of paramount importance because they must be well to perform their jobs optimally under difficult conditions. However, the challenge of their working environment and the culture of their professions often lead to physical and mental illnesses. Despite this, there are several barriers to doctors and nurses seeking healthcare. In this study, the health status and health maintenance practices of doctors and nurses at two hospitals in Kingston, Jamaica, were assessed. This population was previously reported to have a 27% prevalence of probable mental distress based on the General Health Questionnaire 30 (GHQ30). Two hundred and twelve doctors and nurses were recruited into the study. The reported prevalence of chronic diseases was determined while mental health status was based on the GHQ30, reported signs and symptoms of stress and job satisfaction. Health maintenance practices studied included, health-seeking behaviour willingness to seek counselling, reported source of emotional support and use of alcohol and tobacco as coping strategies. Although, less than 50% of study participants reported that they were satisfied with their job, the mean number of days missed from work in the &quot;last six months&quot; was less than two and a half days. The mean time for &quot;last doctor's visit&quot; for nurses and doctors in the current study were 0.93 and 2.4 years, respectively. Females were more willing to seek medical attention than males. More than 50% reported signs and symptoms of stress and major sources of emotional support were friends (55.7%), followed by spouses (36.0%) and colleagues (12.3%). The prevalence of chronic diseases was less than 1% and alcohol and tobacco did not appear to be major coping strategies. The population appeared to be physically healthy and despite the known prevalence of probable mental distress, doctors and nurses appeared unwilling to seek healthcare. Probable barriers to seeking healthcare included confidentiality issues and the need to appear healthy to colleagues, patients and the community.","Department of Community Health and Psychiatry, The University of the West Indies, Kingston 7, Jamaica, West Indies. jaslindo@hotmail.com",2010,NA
191,,20569667,National survey of pediatricians' opinions about and practices for acute otitis media and xylitol use.,"BACKGROUND: Acute otitis media (AOM) is the main reason for physician visits and antibiotic prescriptions in children. Pediatricians (Peds) are gatekeepers for services and sources of information for families. The 2004 American Academy of Pediatrics/American Academy of Family Physicians (AAP/AAFP) Clinical Practice Guideline: Diagnosis and Management of Acute Otitis Media recommended preventative and management measures for Peds' practice. Treatments for AOM (antimicrobial therapy and surgery) sometimes have questionable effectiveness, risks, and high costs. Thus, Peds should consider using prophylactics for AOM that are easy to administer, cost-effective, and have minimal side effects. Xylitol, a naturally occurring sugar alcohol, is widely used to prevent AOM and for other health conditions in Europe, and as a dental caries prophylaxis in the United States. It would be helpful to know Peds' attitudes and practices to identify barriers to xylitol's use as a prophylaxis for AOM in the United States.PURPOSE: To conduct a national survey of Peds in the United States to evaluate how closely they adhered to the AAP/AAFP guideline, and their knowledge and opinions about xylitol use.RESEARCH DESIGN: A randomized, national postal survey.METHOD: A 48-item questionnaire developed for this study was mailed to a random sample of 506 Peds within the United States during spring 2009. It assessed Peds' demographics, adherence to the guideline, and knowledge and opinions about and use of xylitol as a prophylaxis for AOM in children.RESULTS: The questionnaire response rate was 22% (98 useable/506 mailed - 63 returned undeliverable). Participants were about equal for gender, and almost all were in private practice for over 10 yr. Most had pediatric patients with at least one bout of AOM annually. The majority adhered to the guideline (e.g., almost all routinely assessed and managed patients' pain for AOM and encouraged prevention by recommending that families reduce risk factors). Most used and were comfortable with otoscopy for diagnosing AOM, but not tympanometry. Almost all believed that conductive hearing loss could hinder speech-language and academic development, and AOM could reduce quality of life of children. They also believed that those under 6 mo of age with AOM should receive antibacterial therapy beginning with amoxicillin but did not use complementary and alternative medicine (CAM). Only about half knew about medical uses for xylitol, but of those, most were aware of its use in chewing gum to prevent AOM but had not used it with patients. They were not sure of xylitol's effectiveness or appropriate dosages but cited stomach cramping and diarrhea as possible side effects. Most would use xylitol if evidence supported it and wanted information about it via reprints or electronically. Few agreed that audiologists are important in diagnosing/managing AOM.CONCLUSIONS: Most of these Peds adhered to the AAP/AAFP guideline. They were not using CAMs like xylitol for preventing AOM in children. Future research should focus on prevention and the use of xylitol as a possible prophylaxis regimen for AOM in patients.","Department of Speech and Hearing Sciences, University of California Santa Barbara, Goleta, CA 93117, USA. danhauer@speech.ucsb.edu",2010,10.3766/jaaa.21.5.5
192,,20530011,Prevalence of mental health problems and functional impairment among active component and National Guard soldiers 3 and 12 months following combat in Iraq.,"CONTEXT: A growing body of literature has demonstrated the association of combat in Iraq and Afghanistan with postdeployment mental health problems, particularly posttraumatic stress disorder (PTSD) and depression. However, studies have shown varying prevalence rates of these disorders based on different case definitions and have not assessed functional impairment, alcohol misuse, or aggressive behavior as comorbid factors occurring with PTSD and depression.OBJECTIVES: To (1) examine the prevalence rates of depression and PTSD using several case definitions including functional impairment, (2) determine the comorbidity of alcohol misuse or aggressive behaviors with depression or PTSD, and (3) compare rates between Active Component and National Guard soldiers at the 3- and 12-month time points following their deployment to Iraq.DESIGN: Population-based, cross-sectional study.SETTING: United States Army posts and National Guard armories.PARTICIPANTS: A total of 18 305 US Army soldiers from 4 Active Component and 2 National Guard infantry brigade combat teams.INTERVENTIONS: Between 2004 and 2007, anonymous mental health surveys were collected at 3 and 12 months following deployment.MAIN OUTCOME MEASURES: Current PTSD, depression, functional impairment, alcohol misuse, and aggressive behavior.RESULTS: Prevalence rates for PTSD or depression with serious functional impairment ranged between 8.5% and 14.0%, with some impairment between 23.2% and 31.1%. Alcohol misuse or aggressive behavior comorbidity was present in approximately half of the cases. Rates remained stable for the Active Component soldiers but increased across all case definitions from the 3- to 12-month time point for National Guard soldiers.CONCLUSIONS: The prevalence rates of PTSD and depression after returning from combat ranged from 9% to 31% depending on the level of functional impairment reported. The high comorbidity with alcohol misuse and aggression highlights the need for comprehensive postdeployment screening. Persistent or increased prevalence rates at 12 months compared with 3 months postdeployment illustrate the persistent effects of war zone service and provide important data to guide postdeployment care.","Walter Reed Army Institute of Research, Department of Military Psychiatry, Walter Reed Army Institute of Research, Silver Spring, MD 20910, USA. jeffrey.l.thomas@us.army.mil",2010,10.1001/archgenpsychiatry.2010.54
193,,20528820,Binge drinking and suboptimal self-rated health among adult drinkers.,"BACKGROUND: Binge drinking accounts for more than half of the 79,000 annual deaths in the United States that are owing to excessive drinking. The overall objective of our study was to examine the prevalence of binge drinking and consumption levels associated with suboptimal self-rated health among the general population of adult drinkers in all 50 states and territories in the United States.METHODS: The study included a total of 200,587 current drinkers who participated in the 2008 Behavioral Risk Factor Surveillance System (BRFSS) survey. We estimated the prevalence of binge drinking (i.e., &gt; or =5 drinks on 1 occasion for men or &gt; or =4 drinks on 1 occasion for women) and heavy drinking (i.e., an average of &gt;14 drinks per week for men or &gt;7 drinks per week for women), as well as the average number of binge episodes per person during a 30-day period. Odds ratios were produced with multivariate logistic regression models using binge-drinking levels as a predictor; status of suboptimal self-rated health was used as an outcome variable while controlling for sociodemographic, health, and behavioral risk factors.RESULTS: We estimate that 34.7 million adult drinkers in the United States engaged in binge drinking in 2008, including an estimated 42.2% who reported either heavy drinking or at least 4 binge-drinking episodes in a 30-day period. Binge drinking with such levels was associated with a 13-23% increased likelihood of reporting suboptimal self-rated health, when compared to the nonbinge drinkers.CONCLUSIONS: Binge drinking continues to be a serious public health concern. Frequent binge drinkers or binge drinkers who consume alcohol heavily are especially at risk of suboptimal self-rated health. Our findings underscore the importance of broad-based implementation in health care settings of screening for and brief interventions to address alcohol misuse, as well as the continuing need to implement effective population-based prevention strategies to reduce alcohol-related morbidity and mortality.","Division of Adult and Community Health, National Center for Chronic Disease Prevention and Health Promotion Centers for Disease Control and Prevention, Atlanta, Georgia 30341, USA. jxt9@cdc.gov",2010,10.1111/j.1530-0277.2010.01231.x
194,,20485689,The 2010 Canadian Hypertension Education Program recommendations for the management of hypertension: part 2 - therapy.,"OBJECTIVE: To update the evidence-based recommendations for the prevention and treatment of hypertension in adults for 2010.OPTIONS AND OUTCOMES: For lifestyle and pharmacological interventions, randomized trials and systematic reviews of trials were preferentially reviewed. Changes in cardiovascular morbidity and mortality were the primary outcomes of interest. However, for lifestyle interventions, blood pressure lowering was accepted as a primary outcome given the general lack of long-term morbidity and mortality data in this field. Progressive renal impairment was also accepted as a clinically relevant primary outcome among patients with chronic kidney disease.EVIDENCE: A Cochrane Collaboration librarian conducted an independent MEDLINE search from 2008 to August 2009 to update the 2009 recommendations. To identify additional studies, reference lists were reviewed and experts were contacted. All relevant articles were reviewed and appraised independently by both content and methodological experts using prespecified levels of evidence.RECOMMENDATIONS: For lifestyle modifications to prevent and treat hypertension, restrict dietary sodium to 1500 mg (65 mmol) per day in adults 50 years of age or younger, to 1300 mg (57 mmol) per day in adults 51 to 70 years of age, and to 1200 mg (52 mmol) per day in adults older than 70 years of age; perform 30 min to 60 min of moderate aerobic exercise four to seven days per week; maintain a healthy body weight (body mass index 18.5 kg/m(2) to 24.9 kg/m(2)) and waist circumference (less than 102 cm for men and less than 88 cm for women); limit alcohol consumption to no more than 14 standard drinks per week for men or nine standard drinks per week for women; follow a diet that emphasizes fruits, vegetables and low-fat dairy products, dietary and soluble fibre, whole grains and protein from plant sources, and that is low in saturated fat and cholesterol; and consider stress management in selected individuals with hypertension. For the pharmacological management of hypertension, treatment thresholds and targets should be predicated on the patient's global atherosclerotic risk, target organ damage and comorbid conditions. Blood pressure should be decreased to less than 140/90 mmHg in all patients, and to less than 130/80 mmHg in patients with diabetes mellitus or chronic kidney disease. Most patients will require more than one agent to achieve these target blood pressures. Antihypertensive therapy should be considered in all adult patients regardless of age (caution should be exercised in elderly patients who are frail). For adults without compelling indications for other agents, considerations for initial therapy should include thiazide diuretics, angiotensin- converting enzyme (ACE) inhibitors (in patients who are not black), long-acting calcium channel blockers (CCBs), angiotensin receptor blockers (ARBs) or beta-blockers (in those younger than 60 years of age). A combination of two first-line agents may also be considered as initial treatment of hypertension if systolic blood pressure is 20 mmHg above target or if diastolic blood pressure is 10 mmHg above target. The combination of ACE inhibitors and ARBs should not be used, unless compelling indications are present to suggest consideration of dual therapy. Agents appropriate for first-line therapy for isolated systolic hypertension include thiazide diuretics, long-acting dihydropyridine CCBs or ARBs. In patients with coronary artery disease, ACE inhibitors, ARBs or betablockers are recommended as first-line therapy; in patients with cerebrovascular disease, an ACE inhibitor/diuretic combination is preferred; in patients with proteinuric nondiabetic chronic kidney disease, ACE inhibitors or ARBs (if intolerant to ACE inhibitors) are recommended; and in patients with diabetes mellitus, ACE inhibitors or ARBs (or, in patients without albuminuria, thiazides or dihydropyridine CCBs) are appropriate first-line therapies. In selected high-risk patients in whom combination therapy is being considered, an ACE inhibitor plus a long-acting dihydropyridine CCB is preferable to an ACE inhibitor plus a thiazide diuretic. All hypertensive patients with dyslipidemia should be treated using the thresholds, targets and agents outlined in the Canadian lipid treatment guidelines. Selected patients with hypertension who do not achieve thresholds for statin therapy, but who are otherwise at high risk for cardiovascular events, should nonetheless receive statin therapy. Once blood pressure is controlled, low-dose acetylsalicylic acid therapy should be considered.VALIDATION: All recommendations were graded according to the strength of the evidence and voted on by the 63 members of the Canadian Hypertension Education Program Evidence-Based Recommendations Task Force. All recommendations reported here achieved at least 80% consensus. These guidelines will continue to be updated annually.SPONSORS: The Canadian Hypertension Education Program process is sponsored by the Canadian Hypertension Society, Blood Pressure Canada, the Public Health Agency of Canada, the College of Family Physicians of Canada, the Canadian Pharmacists Association, the Canadian Council of Cardiovascular Nurses, and the Heart and Stroke Foundation of Canada.","Department of Medicine and Epidemiology, Division of Clinical Pharmacology and Clinical Neurological Sciences, University of Western Ontario, London, Ontario. dhackam@uwo.ca",2010,NA
195,,20370963,Advancing bipolar disorder: key lessons from the Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD).,"OBJECTIVE: To review the overall clinical research findings from the Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD), the world's largest study of BD.METHODS: STEP-BD was conducted from 1998 to 2005, enrolling participants (n = 4361) across 22 clinical sites in the United States. Each individual was followed for up to 2 years in naturalistic practice with blinded research assessments, while subgroups participated in randomized controlled trials (RCTs) for bipolar depression. The naturalistic database was used to examine the course of BD, comorbidity with other psychiatric disorders, and suicidality. Relevant studies in English, published from January 1, 1994, to May 31, 2009, were identified using computerized searches of electronic databases (PubMed, PsycINFO, and Cochrane Register of Clinical Trials), inspection of bibliographies, and review of other major reports.RESULTS: One large RCT involving the addition of either paroxetine or bupropion to mood stabilizers in acute depression found neither more effective than placebo in achieving sustained recovery (8 weeks of euthymia). A second large RCT found intensive psychosocial interventions superior to a brief psychosocial intervention as an adjunct to medication in acute depression. A third small RCT found minimal effects of lamotrigine, risperidone, or inositol in refractory depression. Recovery was difficult to achieve, with subsyndromal symptoms or full relapse very common. Anxiety disorders and smoking in particular were treatable conditions that adversely affected the course of BD.CONCLUSIONS: STEP-BD yielded numerous clinical and systems observations that provide fresh direction for research and treatment of BD, including setting new benchmarks for outcome and demonstrating the viability of large BD networks.","University of Toronto, Toronto, Ontario. sagar.parikh@uhn.on.ca",2010,NA
196,,20331572,Risk perception and smoking behavior in medically ill smokers: a prospective study.,"AIMS: To examine the influence of risk perception on intentions to quit smoking and post-treatment abstinence.DESIGN: Prospective and longitudinal.SETTING: United States.PARTICIPANTS: A total of 237 adult smokers (mean age 56 years) receiving medical care from home health-care nurses. Participants did not have to want to quit smoking to participate, but received cessation counseling within the context of their medical care.MEASUREMENTS: Three measures of risk perception were given pre- and post-treatment: perceived vulnerability, optimistic bias and precaution effectiveness. Smoking status was verified biochemically at end of treatment and at 2, 6 and 12 months later.FINDINGS: Principal components analysis supported the theoretical discriminability of the risk perception measures, and intercorrelations provided evidence for concurrent and predictive validity. Elevated risk perception was associated with a variety of socio-demographic and psychosocial characteristics. Optimistic bias was associated significantly with older age and ethnic minority status. Smokers in pre-contemplation had lower perceived vulnerability and precaution effectiveness and greater optimistic bias than those in contemplation and preparation. Smokers in preparation had higher perceived vulnerability and lower optimistic bias than those in earlier stages. Change in perceived vulnerability predicted smoking cessation at follow-up. Optimistic bias predicted a lower likelihood of cessation and precaution effectiveness predicted a greater likelihood of smoking cessation, but only among those with a smoking-related illness.CONCLUSIONS: In patients receiving medical care from home health-care nurses, change in perceived vulnerability to smoking-related disease is predictive of smoking cessation. In those with smoking-related illnesses, optimistic bias predicts continued smoking while precaution effectiveness predicts cessation.","Centers for Behavioral and Preventive Medicine, Warren Alpert Medical School of Brown University and The Miriam Hospital, Providence, RI 02903, USA. belinda_borrelli@brown.edu",2010,10.1111/j.1360-0443.2010.02900.x
197,,20211298,Evidence of disparity in the application of quality improvement efforts for the treatment of acute myocardial infarction: the American College of Cardiology's Guidelines Applied in Practice Initiative in Michigan.,"BACKGROUND: Racial disparities exist in the management of patients with cardiovascular disease in the United States. The aim of the study was to evaluate if a structured initiative for improving care of patients with acute myocardial infarction (Guidelines Applied in Practice [GAP]) led to comparable care of white and nonwhite patients admitted to GAP hospitals in Michigan.METHODS: Medicare patients comprised 2 cohorts: (1) those admitted before GAP implementation (n = 1,368) and (2) those admitted after GAP implementation (n = 1,489). The main outcome measure was adherence to guideline-based medications/recommendations and use of the GAP discharge tool. chi(2) and Fisher exact tests were used to determine differences between white patients (n = 2,367) and nonwhite patients (n = 490).RESULTS: In-hospital GAP tool and aspirin use significantly improved for white and nonwhite patients. beta-Blocker use in hospital improved significantly for nonwhite patients only (66% vs 83.3%; P = .04). At discharge, nonwhite patients were 28% and 64% less likely than white patients to have had the GAP discharge tool used (P = .004) and receive smoking cessation counseling (P &lt; .001), respectively. Among white patients, GAP improved discharge prescription rates for aspirin by 10.8% (P &lt; .001) and beta-blockers by 7.0% (P = .047). Nonwhite patients' aspirin prescriptions increased by 1.0% and beta-blocker prescriptions decreased by 6.0% (both P values nonsignificant).CONCLUSIONS: The GAP program led to significant increases in rates of evidence-based care in both white and nonwhite Medicare patients. However, nonwhite patients received less quality improvement discharge tool and smoking cessation counseling. Policies designed to reduce racial disparities in health care must address disparity in the delivery of quality improvement programs.","Department of Medicine, Michigan State University, East Lansing, MI, USA. ade.olomu@hc.msu.edu",2010,10.1016/j.ahj.2009.12.014
198,,20196678,Promoting smoking cessation in pregnancy with Video Doctor plus provider cueing: a randomized trial.,"OBJECTIVE: This study examined the use of a Video Doctor plus provider cueing to promote provider advice and smoking cessation outcomes in pregnancy.DESIGN: A randomized clinical trial was conducted from 2006 to 2008.SETTING: Five community prenatal clinics in the San Francisco Bay Area of the United States.PARTICIPANTS: A total of 410 pregnant patients completed screening for behavioral risks including tobacco use in the past 30 days. Pregnant smokers (n = 42) were randomized regardless of their intention to quit smoking.METHODS: Participants were assigned to either usual care or intervention. Intervention participants received 15-minute Video Doctor sessions plus provider cueing, at baseline and one month, prior to their routine prenatal visit. The Video Doctor delivered interactive tailored messages, an educational worksheet for participants, and a cueing sheet for providers.MAIN OUTCOME MEASURES: Receipt of advice from the provider and 30-day smoking abstinence, both by self-report.RESULTS: Intervention participants were more likely to receive provider advice on tobacco use at both prenatal visits during the intervention period (60.9 vs. 15.8%, p = 0.003). The intervention yielded a significantly greater decrease in the number of days smoked and in cigarettes smoked per day. The 30-day abstinence rate at two months post baseline was 2.5 times greater in the intervention group; the difference was not significant (26.1 vs. 10.5%, p = 0.12).CONCLUSIONS: The Video Doctor plus provider cueing is an efficacious adjunct to routine prenatal care by promoting provider advice and smoking reduction among pregnant smokers.","Department of Psychiatry, University of California San Francisco, San Francisco, CA 94143, USA. jtsoh@lppi.ucsf.edu",2010,10.3109/00016341003678419
199,,20189638,"HIV prevention, treatment, and care services for people who inject drugs: a systematic review of global, regional, and national coverage.","BACKGROUND: Previous reviews have examined the existence of HIV prevention, treatment, and care services for injecting drug users (IDUs) worldwide, but they did not quantify the scale of coverage. We undertook a systematic review to estimate national, regional, and global coverage of HIV services in IDUs.METHODS: We did a systematic search of peer-reviewed (Medline, BioMed Central), internet, and grey-literature databases for data published in 2004 or later. A multistage process of data requests and verification was undertaken, involving UN agencies and national experts. National data were obtained for the extent of provision of the following core interventions for IDUs: needle and syringe programmes (NSPs), opioid substitution therapy (OST) and other drug treatment, HIV testing and counselling, antiretroviral therapy (ART), and condom programmes. We calculated national, regional, and global coverage of NSPs, OST, and ART on the basis of available estimates of IDU population sizes.FINDINGS: By 2009, NSPs had been implemented in 82 countries and OST in 70 countries; both interventions were available in 66 countries. Regional and national coverage varied substantially. Australasia (202 needle-syringes per IDU per year) had by far the greatest rate of needle-syringe distribution; Latin America and the Caribbean (0.3 needle-syringes per IDU per year), Middle East and north Africa (0.5 needle-syringes per IDU per year), and sub-Saharan Africa (0.1 needle-syringes per IDU per year) had the lowest rates. OST coverage varied from less than or equal to one recipient per 100 IDUs in central Asia, Latin America, and sub-Saharan Africa, to very high levels in western Europe (61 recipients per 100 IDUs). The number of IDUs receiving ART varied from less than one per 100 HIV-positive IDUs (Chile, Kenya, Pakistan, Russia, and Uzbekistan) to more than 100 per 100 HIV-positive IDUs in six European countries. Worldwide, an estimated two needle-syringes (range 1-4) were distributed per IDU per month, there were eight recipients (6-12) of OST per 100 IDUs, and four IDUs (range 2-18) received ART per 100 HIV-positive IDUs.INTERPRETATION: Worldwide coverage of HIV prevention, treatment, and care services in IDU populations is very low. There is an urgent need to improve coverage of these services in this at-risk population.FUNDING: UN Office on Drugs and Crime; Australian National Drug and Alcohol Research Centre, University of New South Wales; and Australian National Health and Medical Research Council.","National Drug and Alcohol Research Centre, University of New South Wales, Sydney, Australia. b.mathers@unsw.edu.au",2010,10.1016/S0140-6736(10)60232-2
200,,20172378,Outcomes of laser thermal therapy for recurrent head and neck cancer.,"OBJECTIVE: To review the outcomes of a phase II study using laser-induced thermal therapy (LITT) as a palliative treatment for 106 patients with recurrent head and neck tumors.STUDY DESIGN: Retrospective study.SETTING: Tertiary hospital in the United States.SUBJECTS AND METHODS: The primary endpoints were tumor response and survival. Prognostic values were assessed by the Kaplan-Meier method.RESULTS: The best results were seen in oral cavity tumors, in which mean survival was 29.1 months, as compared to neck tumors (mean 14.4 +/- 6.9 months; range 7.5-20.7 months; with a 95% confidence interval). Further analysis showed that clinical factors such as gender, smoking, and alcohol use were not indicators of poor prognosis, whereas neck disease and tumor stage at first treatment were relevant factors.CONCLUSION: In this study, 40 out of 106 patients treated by LITT remained alive at the end of our follow-up, and a complete response was seen in 24 (22.6%) patients. The highest response rate was seen in oral cavity tumors, which suggests that tumor location at this site may be a predictor of favorable outcome with LITT.","Department of Surgery, Division of Head and Neck Surgery, David Geffen School of Medicine at UCLA, University of California, Los Angeles, CA, USA.",2010,10.1016/j.otohns.2009.11.019
201,,20167974,"Risk factor profile for chronic non-communicable diseases: results of a community-based study in Kerala, India.","BACKGROUND &amp; OBJECTIVES: Kerala State is a harbinger of what will happen in future to the rest of India in chronic non-communicable diseases (NCD). We assessed: (i) the burden of NCD risk factors; (ii) estimated the relations of behavioural risk factors to socio-demographic correlates, anthropometric risk factors with behavioural risk factors; (iii) evaluated if socio-demographic, behavioural and anthropometric risk factors predicted biochemical risk factors; and (iv) estimated awareness, treatment and adequacy of control of hypertension and diabetes, in Kerala state.METHODS: A total of 7449 individuals (51% women) stratified by age group, sex and place of residence were selected and information on behavioural risk factors; tobacco use, diet, physical activity, alcohol use, measured anthropometry, blood pressure was collected. Fasting blood samples were analysed for blood glucose, total cholesterol, high density lipoprotein cholesterol and triglycerides in a sample subset.Using multiple logistic regression models the associations between socio-demographic and anthropometric variables with biochemical risk factors were estimated.RESULTS: The burden of NCD risk factors was high in our sample. Prevalence of behavioural and each of the biochemical risk factors increased with age, adjusting for other factors including sex and the place of residence. The odds ratios relating anthropometric variables to biochemical variables were modest, suggesting that anthropometric variables may not be useful surrogates for biochemical risk factors for population screening purposes.INTERPRETATION &amp; CONCLUSIONS: In this large study of community-based sample in Kerala, high burden of NCD risk factors was observed, comparable to that in the United States. These data may serve to propel multisectoral efforts to lower the community burden of NCD risk factors in India in general, and in Kerala, in particular.","Achutha Menon Centre for Health Science Studies, Department of Biochemistry, Sree Chitra Tirunal Institute for Medical Sciences &amp; Technology, Thiruvananthapuram, India. kavumpurathu@yahoo.com",2010,NA
202,,20105410,Brief physician advice for heavy drinking college students: a randomized controlled trial in college health clinics.,"OBJECTIVE: The aim of this study was to test the efficacy of brief physician advice in reducing alcohol use and related harm in college students.METHOD: The College Health Intervention Projects (CHIPs) is a randomized, controlled clinical trial with 12-month follow-up conducted in five college health clinics in Wisconsin; Washington state; and Vancouver, Canada. Of the 12,900 students screened for high-risk drinking, 484 men and 502 women met inclusion criteria and were randomized into a control (n = 493) or intervention (n = 493) group. Ninety-six percent of students participated in the follow-up procedures. The intervention consisted of two 15-minute counseling visits and two follow-up phone calls, and used motivational interviewing, contracting, diary cards, and take-home exercises.RESULTS: No significant differences were found between groups at baseline on alcohol use, age, socioeconomic or smoking status, rates of depression, or measures of alcohol-related harm. At 12 months, the experimental subjects reduced their 28-day drinking totals by 27.2%, and the control group reduced their totals by 21%. A mixed effects repeated measures model found a statistical difference in favor of the brief-intervention group (beta = 4.7, SE = 2.0, p = .018) in 28-day drinking totals. The total Rutgers Alcohol Problem Index score was also significantly different during the 12-month follow-up period (beta = 0.8, SE = 0.4, p = .033). There was no difference on the other outcome measures of interest, such as frequency of excessive heavy drinking, health care utilization, injuries, drunk driving, depression, or tobacco use.CONCLUSIONS: The study supports resource allocation and implementation of alcohol screening and brief physician advice in primary care-based college health clinics.","Department of Family Medicine, University of Wisconsin-Madison, 1100 Delaplaine Court, Madison, Wisconsin 53715, USA. mfflemin@wisc.edu",2010,NA
203,,20055324,Nursing students and clinical instructors' perceptions on the implementation of a best practice guideline.,"A university nursing program in Ontario, Canada initiated the process of implementing the Registered Nurses' Association of Ontario best practice guideline (BPG) on smoking cessation into the curriculum. This study explored nursing students' and clinical instructors' perception of the BPG in their practice to support faculty in the development of a curriculum that promotes smoking cessation and the competencies necessary for graduates to implement health promotion skills in practice. Four student nurses and two clinical instructors participated in semistructured interviews. Four major themes were identified through the data analysis process: personal and professional self, health &quot;preaching,&quot; developmental perspective and environmental constraints. This study presents a curricular model for health promotion practice incorporating the components of primary health care, health promotion counseling, smoking cessation BPG, and sociopolitical context.","Department of Nursing, Brock University, St. Catharines, Canada. lritchie@brocku.ca",2010,10.3928/01484834-20091217-08
